522,"20091028",9,116,487,"ReuD",,"Orchester",,,,"085","085",,"AG 5 - 13","KFL",,0,"AG 5 - 13",,200908032311,
523,"20091028",10,116,487,"ReuD",,"Orchester",,,,"085","085",,"AG 5 - 13","KFL",,0,"AG 5 - 13",,200908032311,
525,"20091029",5,116,1741,"ReuD",,"MU",,,,"nMu","nMu",,"05D","KFL",,0,"05D",,200908032311,
526,"20091029",6,116,1741,"ReuD",,"MU",,,,"nMu","nMu",,"05D","KFL",,0,"05D",,200908032311,
527,"20091029",7,116,1920,"ReuD",,"MU1",,,,"g07","g07",,"QU 1/2","KFL",,0,"QU 1/2",,200908032311,
528,"20091029",8,116,1920,"ReuD",,"MU1",,,,"g07","g07",,"QU 1/2","KFL",,0,"QU 1/2",,200908032311,
529,"20091030",1,116,1739,"ReuD",,"MU",,,,"nMu","nMu",,"05B","KFL",,0,"05B",,200908032311,
530,"20091030",2,116,1739,"ReuD",,"MU",,,,"nMu","nMu",,"05B","KFL",,0,"05B",,200908032311,
531,"20091030",3,116,2032,"ReuD",,"mu4",,,,"g07","g07",,"QU 1/2","KFL",,0,"QU 1/2",,200908032311,
532,"20091030",4,116,2032,"ReuD",,"mu4",,,,"g07","g07",,"QU 1/2","KFL",,0,"QU 1/2",,200908032311,
533,"20091030",5,116,1246,"ReuD",,"MU",,,,"n112","n112",,"06C","KFL",,0,"06C",,200908032311,
534,"20091030",6,116,2025,"ReuD",,"MU",,,,"g07","g07",,"08D","KFL",,16,,L,200908032330,
